time_s,NITROGEN_TANK_PT,IPA_TANK_PT,LOX_TANK_PT,LOX_LINE_PT,IPA_LINE_PT,LOX_VENTURI_1_PT,LOX_VENTURI_2_PT,IPA_VENTURI_1_PT,IPA_VENTURI_2_PT,CHAMBER_PT,IGNITER_PT,PFM_PT,POM_PT
1777067645.438930,0.0,,-375.0,-375.0,-375.0,-375.0,-174.9,176.1,-175.7,175.2,-176.7,176.0,-174.3
1777067645.438937,0.0,,-375.0,-375.0,-375.0,-375.0,-174.9,176.1,-175.7,175.2,-176.7,176.0,-174.3
1777067645.438944,0.0,,-375.0,-375.0,-375.0,-375.0,-175.2,176.1,-175.7,175.2,-176.7,176.0,-174.3
1777067645.438950,0.0,,-375.0,-375.0,-375.0,-375.0,-175.2,176.1,-175.9,175.2,-176.7,176.0,-174.3
1777067645.438955,0.0,,-375.0,-375.0,-375.0,-375.0,-175.2,176.1,-175.9,175.2,-176.2,176.0,-174.3
1777067645.438960,0.0,,-375.0,-375.0,-375.0,-375.0,-175.2,176.1,-175.9,175.2,-176.2,176.0,-175.4
1777067646.439451,0.0,,-375.0,-375.0,-375.0,-375.0,-175.2,176.1,-175.9,175.2,-176.2,176.0,-175.4
1777067646.439464,0.0,,-375.0,-375.0,-375.0,-375.0,-175.2,176.1,-175.9,175.2,-176.2,176.0,-175.4
1777067646.439474,0.0,,-375.0,-375.0,-375.0,-375.0,-175.2,176.1,-175.9,175.2,-176.2,176.0,-175.4
1777067646.439482,0.0,,-375.0,-375.0,-375.0,-375.0,-175.3,176.1,-175.9,175.2,-176.2,176.0,-175.4
1777067646.439491,0.0,,-375.0,-375.0,-375.0,-375.0,-175.3,176.1,-176.1,175.2,-176.2,176.0,-175.4
1777067646.439500,0.0,,-375.0,-375.0,-375.0,-375.0,-175.3,176.1,-176.1,175.2,-176.6,176.0,-175.4
1777067646.439508,0.0,,-375.0,-375.0,-375.0,-375.0,-175.3,176.1,-176.1,175.2,-176.6,176.0,-175.3
1777067647.440073,0.0,,-375.0,-375.0,-375.0,-375.0,-175.3,176.1,-176.1,175.2,-176.6,176.0,-175.3
1777067647.440090,0.0,,-375.0,-375.0,-375.0,-375.0,-175.3,176.1,-176.1,175.2,-176.6,176.0,-175.3
1777067647.440102,0.0,,-375.0,-375.0,-374.9,-375.0,-175.3,176.1,-176.1,175.2,-176.6,176.0,-175.3
1777067647.440113,0.0,,-375.0,-375.0,-374.9,-375.0,-175.6,176.1,-176.1,175.2,-176.6,176.0,-175.3
1777067647.440124,0.0,,-375.0,-375.0,-374.9,-375.0,-175.6,176.1,-176.2,175.2,-176.6,176.0,-175.3
1777067647.440135,0.0,,-375.0,-375.0,-374.9,-375.0,-175.6,176.1,-176.2,175.2,-176.8,176.0,-175.3
1777067647.440144,0.0,,-375.0,-375.0,-374.9,-375.0,-175.6,176.1,-176.2,175.2,-176.8,176.0,-174.8
1777067648.439570,0.0,,-375.0,-375.0,-374.9,-375.0,-175.6,176.1,-176.2,175.2,-176.8,176.0,-174.8
1777067648.439587,0.0,,-375.0,-375.0,-374.9,-375.0,-175.6,176.1,-176.2,175.2,-176.8,176.0,-174.8
1777067648.439598,0.0,,-375.0,-375.0,-375.0,-375.0,-175.6,176.1,-176.2,175.2,-176.8,176.0,-174.8
1777067648.439609,0.0,,-375.0,-375.0,-375.0,-375.0,-175.1,176.1,-176.2,175.2,-176.8,176.0,-174.8
1777067648.439618,0.0,,-375.0,-375.0,-375.0,-375.0,-175.1,176.1,-176.1,175.2,-176.8,176.0,-174.8
1777067648.439628,0.0,,-375.0,-375.0,-375.0,-375.0,-175.1,176.1,-176.1,175.2,-176.2,176.0,-174.8
1777067648.440361,0.0,,-375.0,-375.0,-375.0,-375.0,-175.1,176.1,-176.1,175.2,-176.2,176.0,-175.5
1777067649.439180,0.0,,-375.0,-375.0,-375.0,-375.0,-175.1,176.1,-176.1,175.2,-176.2,176.0,-175.5
1777067649.439191,0.0,,-375.0,-375.0,-375.0,-375.0,-175.1,176.1,-176.1,175.2,-176.2,176.0,-175.5
1777067649.439968,0.0,,-375.0,-375.0,-375.0,-375.0,-175.1,176.1,-176.1,175.2,-176.2,176.0,-175.5
1777067649.439977,0.0,,-375.0,-375.0,-375.0,-375.0,-175.7,176.1,-176.1,175.2,-176.2,176.0,-175.5
1777067649.439985,0.0,,-375.0,-375.0,-375.0,-375.0,-175.7,176.1,-176.2,175.2,-176.2,176.0,-175.5
1777067649.439992,0.0,,-375.0,-375.0,-375.0,-375.0,-175.7,176.1,-176.2,175.2,-176.6,176.0,-175.5
1777067649.440000,0.0,,-375.0,-375.0,-375.0,-375.0,-175.7,176.1,-176.2,175.2,-176.6,176.0,-175.6
1777067650.439450,0.0,,-375.0,-375.0,-375.0,-375.0,-175.7,176.1,-176.2,175.2,-176.6,176.0,-175.6
1777067650.439455,0.0,,-375.0,-375.0,-375.0,-375.0,-175.7,176.1,-176.2,175.2,-176.6,176.0,-175.6
1777067650.439459,0.0,,-375.0,-375.0,-375.0,-375.0,-175.7,176.1,-176.2,175.2,-176.6,176.0,-175.6
1777067650.439463,0.0,,-375.0,-375.0,-375.0,-375.0,-175.8,176.1,-176.2,175.2,-176.6,176.0,-175.6
1777067650.440433,0.0,,-375.0,-375.0,-375.0,-375.0,-175.8,176.1,-175.6,175.2,-176.6,176.0,-175.6
1777067650.440437,0.0,,-375.0,-375.0,-375.0,-375.0,-175.8,176.1,-175.6,175.2,-177.1,176.0,-175.6
1777067650.440441,0.0,,-375.0,-375.0,-375.0,-375.0,-175.8,176.1,-175.6,175.2,-177.1,176.0,-175.8
1777067651.441140,0.0,,-375.0,-375.0,-375.0,-375.0,-175.8,176.1,-175.6,175.2,-177.1,176.0,-175.8
1777067651.441149,0.0,,-375.0,-375.0,-375.0,-375.0,-175.8,176.1,-175.6,175.2,-177.1,176.0,-175.8
1777067651.441153,0.0,,-375.0,-375.0,-375.0,-375.0,-175.8,176.1,-175.6,175.2,-177.1,176.0,-175.8
1777067651.441158,0.0,,-375.0,-375.0,-375.0,-375.0,-175.8,176.1,-175.6,175.2,-177.1,176.0,-175.8
1777067651.441188,0.0,,-375.0,-375.0,-375.0,-375.0,-175.8,176.1,-175.5,175.2,-177.1,176.0,-175.8
1777067651.441192,0.0,,-375.0,-375.0,-375.0,-375.0,-175.8,176.1,-175.5,175.2,-176.2,176.0,-175.8
1777067651.441204,0.0,,-375.0,-375.0,-375.0,-375.0,-175.8,176.1,-175.5,175.2,-176.2,176.0,-175.0
1777067652.440573,0.0,,-375.0,-375.0,-375.0,-375.0,-175.8,176.1,-175.5,175.2,-176.2,176.0,-175.0
1777067652.440592,0.0,,-375.0,-375.0,-375.0,-375.0,-175.8,176.1,-175.5,175.2,-176.2,176.0,-175.0
1777067652.440598,0.0,,-375.0,-375.0,-375.0,-375.0,-175.8,176.1,-175.5,175.2,-176.2,176.0,-175.0
1777067652.440604,0.0,,-375.0,-375.0,-375.0,-375.0,-175.6,176.1,-175.5,175.2,-176.2,176.0,-175.0
1777067652.440608,0.0,,-375.0,-375.0,-375.0,-375.0,-175.6,176.1,-175.3,175.2,-176.2,176.0,-175.0
1777067652.440615,0.0,,-375.0,-375.0,-375.0,-375.0,-175.6,176.1,-175.3,175.2,-177.9,176.0,-175.0
1777067652.440619,0.0,,-375.0,-375.0,-375.0,-375.0,-175.6,176.1,-175.3,175.2,-177.9,176.0,-175.8
